ï»¿post,post-href,text
"The Naked ""I AM""",http://www.spiritualforums.com/vb/showthread.php?t=14435,"The I AM Principle



All beings have an innate, primal sense of Being, a sense of existence, a sense of I AM. This is an intuitive sense of Being, and it represents the one universal truth that all of creation knows: I AM. One need not know ""who"" he is, ""what"" he is, ""where"" he is or ""whence"" he came from in order to have this primal sense of ""I AM."" A spiritual seeker who asserts ""I know nothing"" is actually reinforcing his own sense of Being by pushing against it and ""denying"" what is most obvious: He KNOWS he exists! One can use words to deny existence, but words cannot remove the intuitive knowing of existence itself. You simply ARE!



This I AM Principle is truly universal. Every religion speaks of it in one manner or another. It is mentioned quite a few times in the Bible (""Be still and know that I AM God."" A reference to meditation! ""I AM That I AM."" Etc.); in numerous ancient holy texts of India; in Buddhism; in Taoism; in mystical traditions of all religions where direct inner experience of the Divine is emphasized; in channeled texts such as the Oasphe, Book of Urantia, A Course in Miracles; by great philosophers such as Plato and Socrates; and the list goes on and on and on...



Being a ""Concept Stripper"" (AKA, ""Ooh, baby, work that polarity!"")



""I know nothing except that I AM"" is a most honest statement of self-appreciation and inner recognition, when the spiritual seeker strips away her self-concepts and labels. ""Work that polarity, girl!"" (And guys too!) What does this mean? It means that one can ""strip away"" concepts and duality through playfully dancing around them, and--in a spirit of joy--take a peek behind the stage curtain of illusion that they are. (Shakes: ""All the world is a stage."") Good, evil; right, wrong; this, that; CBS, Charlie Sheen...  These are all polarizations, stage actors in the play of â€œLife on Earth,â€ù and none of these human concepts and roles we create for ourselves truly represent the true state of I AM. For example, whenever you are most joyous, what is it that you are most identified with? Is it actually a person, place or thing that is your true inner focus of Being, or is it really A SENSE OF WELL-BEING that you feel within you, regardless of what your ""outer"" focus is? What happens when we ""step behind"" our own self-concepts? We partake of a sense of Pure Existence, the Naked I AM, free of ""I AM this, I AM that, I AM the Cat in the Hat..."" (I love you, Dr. Suess!) You experience yourself as free of mind concepts, knowing a sense of existence that is undefiled by human perception.



Red Pill, Blue Pill, Red Fish, Blue Fish



Descartes had it backwards! You do not exist because you think, you think because you know that you exist. A pure sense of existence--of I AM-ness--must exist before any thought of ""I am this"" or ""I am that"" can arise. Even the mighty ""Concept Stripper"" cannot hang out with the Naked I AM. He has to go too! The Concept Stripper (AKA the ""Luck Chucker"") throws out all concepts of ""karma"" as well, for there is often too much harm-uh with concepts of karma. Yes, cause and effect is a law of the mind, but it too doesn't represent the Naked I AM. ""What's so great about this 'Naked I AM,' anyway?"" some spiritual seekers cry out. Well, that's the thing! It is not even ""great,"" at least not in a sense that the human consciousness can understand. In this game I'm playing here, ""great"" too is chucked out the window. ""Is it really naked?"" Okay, let's chuck that one too! So what is left? ""I AM?"" You ask, who is this ""I"" that can exist? There is no real ""I"" that the human mind can know. It can believe it knows concepts and things, while the only true knowing that consciousness has is intuitive, natural, primal and original as a sense of Being. Even a subatomic particle knows it exists. How? Because it exists! I didn't say it exists AS a ""subatomic particle,"" however. The appearance of a ""subatomic particle"" is just an appearance, and is not what IT really is. IT doesn't really think nor know ITself as a ""subatomic particle."" ""IT"" (or God, Pure Awareness, etc.) doesn't label ITself with such human concepts, but knows ITself as ITself, infinitely whole. All labels and concepts are not Original to the Naked I AM.



""Drop IT like IT's hot!""



Uh oh! Here comes Mr. Concept Stripper again! He says, ""But wait, I'm not done! Even 'IT' is too hot to handle! Drop IT like IT's hot, Simon Karlos!'"" (Cue Matrixy techno music: Junkie XL - Blue Pill, Red Pill http://www.youtube.com/watch?v=BhR3_Gp3nQQ )

Simon Karlos: ""Dude! But I kinda like this concept of IT, here!""  

Mr. Concept Stripper: ""That's it! I'm gonna chuck YOU TOO, you son-of-a-Holy Father-in-Heaven!""

Simon Karlos: ""The CHUCK you will! I created you! I made you up, dude, while writing this silly article for Spiritual Forums (wink wink  ).""

Mr. Concept Stripper: ""Aw, CHUCK IT... You have a point, there. I got a little carried away with my job.   But if 'you' created me, then Who or What created 'you?!'""

[""Simon Karlos"" out!]"
Non-traditional forms of meditation?,http://www.spiritualforums.com/vb/showthread.php?t=13307,"Hello, I'm looking for some 'nontraditional' ways to meditate. By this I mean something like walking meditation. I know you can meditate in a hot relaxing bath or hot spring or any relaxing place, even under a weak waterfall. But what is the best way of doing this? Also, are there any ways to meditate when you are near sleep? I know it is not recommended to meditate laying down because you can easily fall asleep, but are there any methods in which you use the transition into sleep as a tool for meditation and stay slightly conscious through the deeper brainwaves? (Similar to methods used to achieve astral projection) Can this be used as meditation?"
Guided/Group Meditation,http://www.spiritualforums.com/vb/showthread.php?t=14162,"My friend/classmate jodi does a guided group meditation every monday and everyone is welcome to participate..



So this is ""late"" notice.. but if you would like to join.. it's at 9 eastern..



That's 8 central

7 Mountain

6 Pacific/california 



I am on most calls and we use group energy/co-creation.. to just effect a little change in my life and your life 



So if you got nothing better to do come join in.. we will use some tools from our mastering alchemy program sometimes.. and it's real just a healing session.. intention to join in, is intention to heal.. the calls are ""noobie"" friendly so there is no restriction to have ""played with us via our teacher""



Also all the calls are recorded and can be listened to from her website..



http://www.shiftingenergy.us.com/



Tonights 04/11 number/code if you can make it..



Conference Number .:  (712) 432-0075   

Access No:   543538#"
--::( Memory Loss and Over Meditation )::--,http://www.spiritualforums.com/vb/showthread.php?t=59271,"Hello everyone,

      In Mantak Chia's book, Wisdom Chi Kung, it says that doing a powerful meditation incorrectly can cause brain damage. I recently performed the Twin Hearts meditation With Chakral Healing by Master Choa Kok Sui.

I have been doing this for 2 months, but when I recently performed it, I smiled while meditating. The energy felt powerful, and my back would arch all the way.  When I was done I felt over-energized, and so I released some of the excess energy through my hands.

Unfortunately, I think I have damaged my brain because my short term memory seems to not work as well as it did before. Is there anything that can be done to reverse this and restore my memory? I have taken a level 1 Pranic Healing course, and Pranic Psychotherapy.

Thank you,

chiLLi"
Meditation Suggestion,http://www.spiritualforums.com/vb/showthread.php?t=59069,"Does anyone have any suggestions for a meditation that they like to perform while taking a walk through the woods?



Thanks!"
Fast rotating objects,http://www.spiritualforums.com/vb/showthread.php?t=60007,"Sometimes when I meditate, I see some random triangular objects that are moving, rotating around themselves very fast. It all started to happen after I had some vision with a pentagram, 2 months ago, that was also rotating fast. 

What does this mean? Did anybody had similar experiences?"
The meditation conversation,http://www.spiritualforums.com/vb/showthread.php?t=90010,"Hello,



As is my usual fashion, I'm starting this conversational thread.  It's not a question/answer - help/advice paradigm that evokes a hierarchy experts and novices; it's formed in recognition of equality where each person is the expert of their own awareness and experience. No-one can do you as well as you can.  



It's not a discourse that's supposed to influence people, and in terms of it helping, I merely trust that the unfolding dialogue will be a beneficial one.



We can continue without pre-intentions that set up expectations and I don't know the answers, but I am here alive - life which animates body and brings this momentary experience into conscious awareness - which is to say, this is not other than meditation. The conversation requires ones conscious presence and full attention.  If not - why should anyone speak if others aren't fully present and attentive to what they have to say? How better to show ones compassionate nature and respect another than to be completely present and pay them close attention? How other can one be supportive to another but to be there in all sincerity?  



I want anyone to be able to speak as they will without being subjected.  I want people to speak as explorers of themselves, and also the self they are discovering.  Each one has a different experience that isn't the seeking of experience, but the presence of the experience and the miracle of conscious awareness...



The meditation conversation is one that necessarily brings about the meditative mind as it requires close attention and necessitates one be consciously present, and it is formed with the mutual respect inherent in these things.



Righto-then... I said my bit and appreciate being heard, so please feel free to speak as you will, and I look forward to all replies."
Water Gate? Fish? Meditation. Help?,http://www.spiritualforums.com/vb/showthread.php?t=100789,"While balancing and what i call feeding my heart chakra the other night, i was seeing visuals of spiraling energy and this peculiar green bud looking flower blooming and closing and blooming with some pink dust or liquid coming from the inside. Enjoying myself i suddenly was moved from my heart chakra to my third eye or crown, however it was sudden and odd i couldnt tell, maybe the energy was just seeming to fill my whole head. The word Water Gate came to mind and the image of a swimming coi fish was shown. I hope that I can find some closure, because i have been left in the dark."
Meditation when ill,http://www.spiritualforums.com/vb/showthread.php?t=59716,"I've been told by my yoga/tai chi teacher that it's not good to practice when developing a cold, as the energy circulating round the body tends to drive the virus round and feed it so that it develops faster and more virulently. 



Apart from feeling under par, how do you feel about meditating whilst ill? I wondered if it mattered what type of meditation you do whilst fighting off a virus etc. At present I have a cold that is quite different from the usual snuffling and coughing, and I lost my voice for 24 hours or so. I'm focussing on my breath and repeating my mantra silently, but feel that energy circulation or focussing on the chakras might not be a good idea."
Meditation question,http://www.spiritualforums.com/vb/showthread.php?t=99878,"Hi. I am new to meditation. I started a bit over 2 weeks ago and decided to use my breadth as the focus point. I try to do 20-40 minutes a day, but I've missed a couple too. My question is in regards to breathing. I am aware that during this time I breath a bit deaper and possibly a little faster. After about 15minutes My whole body tingles like pins-n-needles. I know that this is the effect of highly oxygenated blood flowing through the body, something that happens to people who are hyperventilating. I experience more or less of this in every meditation practice, so my question is if my breathing needs to be changed? Thnx."
"Trance problems, help me.",http://www.spiritualforums.com/vb/showthread.php?t=14849,"Last night I was trying to get into a trance. I listened to my favourite music to help me relax.



At some point I drowsed a little, then became more conscious again and felt this annoying thing. It was like being half-asleep but I still felt my body slightly. That was somewhat uncomfortable.



I have no idea how to get into the stage where you feel ""light"" and totally relaxed. I always get stuck and bored, then I just want to fall asleep. 



After all, the music I was listening to helped me to drift off, but only when I didn't concentrate on it. I have read numerous times that there must be something to concentrate on to get into a trance, but for me it just doesn't seem to work. Doing that will only keep me wide awake.  Or is there a certain trick for that?



Thanks for help."
Grounding Technique,http://www.spiritualforums.com/vb/showthread.php?t=61449,"Here's a very nice grounding technique.  The file is called groundingmar2003.pdf and it's an automatic download.  I used this a lot when I first started and occasionally use it when I feel I need it or when I have time since I have so many tools to work with.  



http://www.mysticalwonders.org/group/download.php?id=53



enjoy and share with others before it disappears."
feelings during meditation,http://www.spiritualforums.com/vb/showthread.php?t=14557,"I'm starting to feel different feelings during meditation



including, love, joy, happiness, and motivation. They don't linger for too long but I was wondering if anyone knew what this was? I'm trying to connect to my guides so maybe this has something to do with it?"
Starting Meditation,http://www.spiritualforums.com/vb/showthread.php?t=97880,"I am interested in starting meditation as a way of dealing with sensory issues, OCD, anxiety, and depression, if that is possible... Does anyone have any experiences with overcoming these things through some kind of meditation? I work out every day, which helps, and I also do 20 minuets of deep breathing, but I am looking for a way to meditate that feels like it is actually being effective. My everyday experience is similar to an autistic person's, but my OT suggests the problem is, I am actually too sensitive to the feelings of people and things around me... I think this is the root of many of my issues. I always feel like I am allergic to life or that it is making me sick, and I am wondering if there are any meditation excersies aimed directly at overcoming these types of issues. Thanks!"
Best hypnosis/guided meditations?,http://www.spiritualforums.com/vb/showthread.php?t=99262,"For anything - finding spirit guides, past life regression, regular ol' relaxation, etc.? 



I think these are important resources for people who can't afford to see a professional or buy meditation CDs."
Anxiety/Fear during meditation,http://www.spiritualforums.com/vb/showthread.php?t=14528,"Hey guys, I just thought I'd share some experiences of mine and do ask for any feedback or thoughts. This is my first post on any forum for quite a long while so please bare with me  



I feel like I have some sort of block or that there is something keeping me from reaching my full potential during meditation. reason i say this is because during meditation I come to this point in which I just feel this sudden .. rush of energy inside of me. Its very hard to explain, its as if everything inside of me just switches to hyperdrive and I have this sensation of being sucked out of the top of my head. This lasts for only a few moments and is immediately cut off when I start to feel intense panic and open my eyes. My heart rate literally skyrockets at this point and takes a few minutes to calm back down. At first I was astonished at this by the fact that I had just caused my heart rate to increase near exponentially using only thought. But now it feels like it happens whenever I am on the verge of some great spiritual insight.  There is more to this story if anyone would care to hear, but I was just hoping for some advice or insight on this? Thanks in advance"
newbie seeking help !,http://www.spiritualforums.com/vb/showthread.php?t=93154,"these are my crude meditation experiences. 



i daily do meditation lying down in bed before sleep. gradually i extended it to 1 hour. at certain point i will feel like i am done and then i will wake up and go to sleep.



one day while meditating, i felt waves coming from my legs all over my body. my body was vibrating. i almost stop feeling my body and felt something else. it was blissful and scary at same time...so i forced myself to wake up.



last night while meditating, i felt that i am connected to a energy grid and receiving energy. again i felt something higher than my body. my heart was racing fast and i perspired. then i forced myself to wake up. it was serene experience.. both time i felt very blissful.. 



questions are. where to go from here ? why can't i loose control of myself and let it happen ? will it be unhealthy in any sense to loose control and let ''universe'' take over >"
This Happens While I Meditate,http://www.spiritualforums.com/vb/showthread.php?t=59493,"This happens to me every time I meditate I see my third eye spinning like a vortex and then I see white fainted lines and swirls but for some reason I see a white shadow over my left eye but when I try to see with my third eye it disappears and when I don't focus on it,  it reappears again.  But last night I saw a woman face and eyes but I remained calm as usual and they vanished. What could this be?"
The physical side of meditation,http://www.spiritualforums.com/vb/showthread.php?t=58837,"Been meditating for about six months, and I know that at first I was neglecting the physical side of it - all my attention was in my mind, no wonder it was so frustrating to begin with.



Took a break from meditation recently, but I've started doing it again and it's made me realise how important it is to really inhabit your body when you meditate - you aren't going to get much out of it if there's a lot of stress and tension in your body, imo, so you've got to transmute that by making it conscious. This is why observing the breath is so important, too, as if your breathing's consistent and steady, you'll be more relaxed.



Honestly, I think many people who are new to meditation (and even some people who aren't) tend to overlook the physical aspect and see it as being a mental process."
Pulsing Forehead,http://www.spiritualforums.com/vb/showthread.php?t=98024,"Several years ago, I tried meditating for the first time using headphones and some kind of shaman drumming recording.  After some time, I began to get a pulsing sensation right above and between my eyebrows, like this kind of pressure followed by a ""pop"" and then building again.



I would imagine that this was somewhere along the lines of 6 years ago now.  Since then I've meditated a ton, using different techniques, but each time, the pulsing is there.  If I chanted for a while, and stopped, the pulsing would hit after about a minute, and become so intense that my face would scrunch up into a strange expression.  It wasn't painful or anything, quite the opposite really - I'd feel on the cusp of a state of euphoria.  I've experienced the edge of that euphoric state only a few times.



It's not really my goal.  I don't know what my goal is really, maybe an OBE, or maybe just to get some visuals or visions or insights.  Of course, to relax myself and improve my stress resistance too.  These days I can get the pulsing just by willing it or thinking about it.  As I type this now, I feel the pressure and popping beginning.



Can anyone explain what this phenomenon is and if it has some significance to something I'm not quite attaining, and what's your opinion on what I should do differently.  I try to just let my mind go blank and chant, or listen to drumming... I try not to see with my eyes (though they're closed) but with my mind.  I try to go into a different state of consciousness.  But many times I just end up relaxing so much that I fall asleep."
Entity stuck to me,http://www.spiritualforums.com/vb/showthread.php?t=93579,"...that can only be taken care of by meditating it away.  Alas for me, there are trigger words that roll around in my head that make it very hard to do--cause they interfere with my guide's ability to remove the entity.



This is especially common once an entity is almost about to be removed, or a big thing has occurred to loose it's grip on me--suddenly my brain spits out a trigger word and sets me back again.



I don't know how to make them go away--I know acceptance is key, but it is hard to not get mad when they've been absent for so long while I'm mediating and then come full force RIGHT at the very end.



Any tips?"
red and blue balloons,http://www.spiritualforums.com/vb/showthread.php?t=59740,"Hi All!



I would say it was over a month ago (maybe 2 months) that I meditated about life and my job. My job has been quite the spiritual journey itself. 



Anyway, I saw a forest which circled around a small field. The forest was not a complete circle though and there was an opening and a big field beyond it. I was in the middle with a graduate cap and gown on and there was what must have been one of my spirit guides. I looked around the forest and I noticed how far I had come because the forest was lit, except for the very tip which meant to me that I just had a little more to go (last time I meditated it was all lit like I completed it...but I am still working there so maybe it's a matter of letting go...Anyway, I did some reiki on certain areas of the forest just intuitively. I then look over at the field and a red balloon with a blue balloon behind it (attached) fly up in the air to the right. And for some reason I could not get over how open that other field was beyond my current ""journey at work"" forest. 



Any thoughts on what the red and blue balloons mean? Maybe throat and root chakras?



Namaste"
Meditating with Rudraksha beads,http://www.spiritualforums.com/vb/showthread.php?t=92129,"Hello everyone,



I am a great follower of Shiva. But Never chanted mantras on a Rudraksha Malas. But when I visited Rudraksha Ratna I was amazed to see different combinations of Rudraksha beads mala and how they benefit you while chanting Mantras or Japa. But I still have 14 mukhi Rudraksha beads with me. I am confused which one is better. Wearing them or Chanting mantras on them in the form of a mala for improving meditation.



~Hari om"
Should i use music to meditate?,http://www.spiritualforums.com/vb/showthread.php?t=50265,"Hello, 



I am relatively new to meditation and i was wondering weather i should use music or not. 



I do not find it hard to meditate with music, it benefits me to be honest, keeps me focused.



I'm currently using music to meditate, easy 30 minute tracks

 

I can see why people would use music, relaxes, holds focus, keeps you from falling asleep whilst meditating, etc.



But i'm wondering weather it's a good idea or not, i wonder if it is interfering with messages, curving imagination into my visions, possibly guiding my thoughts whilst in the meditative state.



Any advice on meditation is welcome here, i am just curious about the effects of music, thanks!"
the next step after breathing meditation,http://www.spiritualforums.com/vb/showthread.php?t=100668,"Hi 



I am looking for a guided meditation that help with concentration and alertness.



I have been doing breathing meditation and looking to take the next step on my meditation journey.



I have been doing 15 min meditation of watching the breath and want to start to meditate for longer than 20 min or so, be more alert, more focused, clearer awareness and consciousness.



Last thing i am actually looking for an very old meditation technique but must be guided meditation cause i learn it easier like that and then i drop if when i start to master it, i go form there?



Thanks in advance"
"Help: Insomnia form meditation,Deep Trance state, Super consciousness?",http://www.spiritualforums.com/vb/showthread.php?t=96841,"Hello,

I think meditation is causing me insomnia.

I have been meditating regularly for the past 3-4 months, for at least 20 minutes.

My technique was always to focus on the surrounding and sounds, and just observing, letting all thoughts and feelings just stream away. 

Recently I have started to really get the hang of getting in to a really deep state, I am also using now binural beats when meditating to get into that deep state. 



The past 2 days I was able to meditate for 2-3 hours, and really quieting the mind down, almost to the point where mind chatter is gone, only observing the sound of the beats, or the inner feelings of the body and emotions. Some times the chatter is really loud and random, but I don't pay attention to it



This state of deepness is very blissful and relaxing and has expanded to even beyond meditation, where I can be not thinking in daily activities, like making dinner, only focusing on sounds and visuals around me.



But the problem is when I lay down, and try to fall asleep, I can't, I just relax really deeply, just like meditation, my whole body is tranquil and the, the mind is chattering but I do not focus on it, I cannot fall asleep and become unconscious, rather I feel Super conscious, aware of every sound or feeling in my body. I can lay for 3 hours not moving, but cant fall asleep.

Shifting focus between the in and out.



Also sleep has become very deep when I sleep, nothing can wake me up.

It seems as though the border between consciousness and unconsciousness has gotten stronger.



I still feel tired, and being in this meditative state does not replace sleep.



what are the things, techniques I can try when I am at the meditative state when trying to fall asleep.

Also if someone shared similar experience and would like to share.

Also any information regarding altering this state of consciousness would be appreciated.

Thanks"
Strange Pop,http://www.spiritualforums.com/vb/showthread.php?t=99750,"I have recently picked up meditation recently, and today I went through a guided meditation with my wife in which I did the guiding.  It was a very focused and useful experience for us both.  



Later in the day after some light stretching I made a not unusual motion, and I felt a strange pop from my right foot all the way through my body to my neck as if a taut rubber band had just snapped inside me.  It was not painful, though it was quite sudden and powerful.  I didn't know what to make of it.  



I'm not sure if it is because of the meditation, but if so, does anyone know what this means?  



Thanks."
Feeling disoriented during meditation?,http://www.spiritualforums.com/vb/showthread.php?t=99726,"During the process of acknowledging bodily sensations and my physical presence, or however you want to label it, I often feel disoriented, kind of like when you don't eat and sleep enough and feel suddenly disoriented and faint-like.



Any clue what's wrong?"
Meditation on YouTube,http://www.spiritualforums.com/vb/showthread.php?t=98319,Does any of you guys know any good meditations on YouTube?comment the link below please.
Digging fingernail into hand - stops bad thoughts and feelings,http://www.spiritualforums.com/vb/showthread.php?t=98269,"I have noticed that when I press my thumb fingernail into my index finger nail, its seems to stop that unwanted intrusive thought and emotion for a short while.  It puts my mind right into the present moment.  I have used this technique many times and it has worked every time."
Odd experience? Link to third eye?,http://www.spiritualforums.com/vb/showthread.php?t=98659,"So I just finished a short meditation session when something that has never happened to me before came to be. Note that I have been acquainted with meditation since I am a child from my father, but I had never gotten too serious about it and thus can say I'm inexperienced. 



So this time, I decide to meditate using some music from YouTube, the title says something about Theta waves.



After some time of trying to empty my mind, I'm eventually almost fully cleared of it. It feel appropriate to say some affirmations out loud, which I do. Then I ask for guidance from my guardian angels, or whatever else they are called. Eventually, I reach a point where I'm truly thinking about nothing except the back thought of the rythm of the music, to which I'm paying no attention. 



I open my eyes. A few moments later, a sharp pain shoots above my left eye and under my left eyebrow. It wasn't unpleasant, nor did it feel truly physical. I guess it was like pressure. This ""pressure"" widens to the whole lower forehead region, but mainly near my left eye/eyebrow. (At that moment, I think, ""is this my third eye opening?) I then see in front of my eyes a weird figure, a sketch of light, which makes me think of a lion, for unknown reasons. The sketch momentarily resembles 2-3 beings, looking back at me, but then it goes back to being an incomprehensible sketch. This goes on for a few moments until I decide to stop.



Can anybody explain my experience? Does it have anything to do with my third eye? I have been craving its opening for the last three years but haven't been able to put too much effort into it. Or does it have to do with my guardian angel(s)?



Thanks in advance, and sorry for the lengthy read!"
