ï»¿post,post-href,text
"Overworked + Lonely, and I feel very lost",https://www.suicideforum.com/community/threads/overworked-lonely-and-i-feel-very-lost.122076/,"Hi everyone 



I guess this is going to be mostly a rant post but I'm honestly done with my life as it is now so I guess it's going to become a mess but I'll try my best to structure my post a bit.



So first about my currently greatest problem: I am completely overworked. I'm a first year University student and I like my major but it just sucks that I have to work every fucking day (including weekends) during the semesters and still feel like I only accomplish and learn half of what I should. This because (a) it's just more than any sane person can handle (b) I'm constantly feeling tired (c) Sometimes I will feel overwhelmed and end up not doing anything at all (d) Sometimes I just don't get the stuff because the lecture is moving to fast (but guess what the other four lectures are so slow they don't even really require my attention at all).

I know I should be taking off a day or at least half a day every week to rest and regain some energy, I should be exercising to gain some abs and also release some endorphins, I should also be solving more exercises to actually hand in some every now and then (I'm so glad this is not required at my school!), I should be learning more for my exams, I should be organizing my lecture notes, I should maintain a clean room and more funny stuff in the next point. It's just too much and I don't feel like doing anything at all. I'm lucky because I have my finances covered I guess since I still live with my Mom and the government pays me some (small) scholarship so I don't have to bother that much about that but it's still just too many things. In all this I don't have any time for myself at all and the crazy thing is that if for once I have time for myself I don't know what do anymore, I feel like I got completely lost in all this!



So I guess this is already point two. I feel damn lonely. Now social anxiety always held me back getting to know many people even before Uni. But it's a fact that in soon a year I only got to know around 5-10 people at Uni and I don't really consider any of them to be a really close friend. I guess I'm ok with not knowing too many people at Uni though, because there wouldn't be enough time to talk with people anyway (also most don't even live in my city and just commute here during the semester). It's more a problem that I don't really see myself getting to know any people outside Uni either. Really when I don't have to go to Uni I don't go anywhere at all. I know I could go to the library, and I did this a couple times, but it's not like people go there to talk with other people and get to know them. Most are either only there to actually study or they are with friends they already know. People on some forums suggested me I should be looking into clubs and all, but first of all there aren't even that many at my Uni and second as said I don't even really know what I want to do anymore. I guess I'm ok with only having 2 or 3 friends from High School but as stupid it would be with my current life circumstances I still wished I had a boyfriend...  So far every love I had was a one sided crush. That I'm gay doesn't make it any more likely for me to actually find someone. I tried online dating in the past but guess what were my problems (a) weird people on there, see potentially abusive partners everywhere (b) I don't even really know what I want in a relationship as said it probably would be just stupid right now (c) I'm absolutely boring, I don't really have a life after all. I wouldn't mind dating someone as boring as me but what are you supposed to talk with a person like that. Awkward silence because both people are boring as death? I can have conversations with people about Uni related stuff for hours, great, but this doesn't make me get to know people at all! I wouldn't mind answering a couple questions about myself but I guess it's mostly going to bore the other person.

Now I know it's stupid to start a relationship or anything like that in my current situation since it could only go wrong. But it honestly doesn't change the fact that I always end up developing feelings for someone who in my eyes showed me a bit more attention than the average Joe. It sucks. It's really painful. I don't want this anymore. I now ended up crushing on an Anime character. I guess it's stupid but maybe you can figure how desperate I am in that regards...



And lastly the feeling very lost part. I guess I mentioned it a couple times already but I really don't see a nice feature anymore. If I survive until then I will graduate in a couple years. It will probably just be painful to look back and realize that I mostly wasted these years too. I can't look back at all, even right now. But if I try to look into the future I just see the same void I expect to see in my past. I am feeling fucking done.



Ok my rant is over. I guess I got more negative towards the end, sorry for writing all this shit here but it had to leave my head (although I don't expect it to not actually bother me again in like a couple hours or so you know). In case anyone is worrying I'm not actively suicidal because I still have some kind of (irrational) hope, I'm just in a lot of pain...



Best regards

Sa-chan



PS: I'm not new on the forum but I have been inactive for more than a half year now. Just in case someone was wondering"
Feeling Down...,https://www.suicideforum.com/community/threads/feeling-down.122265/,Not sure why. Not sure if it's from my dream last night or because my youngest kept me up most of the night or something else.  I don't know.
I just need a friend.,https://www.suicideforum.com/community/threads/i-just-need-a-friend.121866/,"I don't come on SF anymore until I get really down. Which I guess is good. I've been fighting this wave of depression like there's no tomorrow. Look I made a suicide pun.



But I can't shake it. It's tearing me apart. I don't even care if my girlfriend comes over anymore. She still does, but it wouldn't matter if she didn't. I've distanced myself from everyone again. I hate this. I just want it to go away. I'm tired of feeling like this. It's not all the time anymore, which I guess is good. But when it comes back? Oh god, it comes back. I guess that's what depression is. 



I'm twenty-two years old now. When I first joined SF I was barely 15 and hanging on by a thread. I had written myself a promise that I would not make it to my sixteenth birthday and even though I tried many times, somehow I'm still here. There has to be a reason, right?



Some days I look at myself and I'm proud of everything I've accomplished, but other days..? Other days I sit here and wallow in the fact that I am still alive. When friends ask me how I'm doing I say tired, even though it's more than just your casual tired feeling. I'm tired alright, but I'm tired of life, which I feel like is a different sort of tired. 



I'm waiting to wake up one day and be completely fine. I want those days where yeah, shit happens but it's not the end of the world instead of dreading waking up. Instead of having to force myself to get out of bed in the morning..or sometimes in the afternoon..or sometimes in the evening. 



I miss having actual friends. People I could talk to when I was down and count on them to pick me back up again. But this? This is hell. 



How are you?



I'm tired, but I'm okay. How are you? 



And then I listen to how they are because they don't know any better anymore and I'm not about to tell them I'm on the verge of suicide. I'm not about to tell them I have planned this out again. 



It's odd how time flies and your plans when you were a kid seem so childish so you come up with new inventive plans. But in the end? It's still wrong. Why should any human feel the need to take their own life? What is that?



I stopped taking my medication again. Cold turkey. Almost three months ago and for the past almost month I can feel it.



I don't even cry anymore, but tonight? Tonight I'm bawling. 



Tonight I'm sat here on the floor in my closet of all places and I'm fucking bawling. I don't understand. 



I don't understand at all."
Bullied/Anxiety/School/Alone,https://www.suicideforum.com/community/threads/bullied-anxiety-school-alone.122534/,"Today was back to school after 2 weeks off, most people just hate going back because of learning, but its different with me. I'm scared to walk the halls without being pushed over or insulted, I'm scared to put my hand up in lessons for fear of being wrong and being made fun of, I'm scared to be alone for too long as I feel like everyone is staring at me. I'm really insecure about my looks and feel like i'm ugly and horrible and that no-one actually likes me. My self-esteem is horrible. My anxiety kills me. I can barely complete the simplest of tasks without having worrying or crying. And last night I spent hours curled up crying, trying not to hurt myself over going back to school, I tried to convince myself I would be fine. But it was all lies.



Today I got up and I skipped breakfast and spent my time in the bathroom putting as many different types of spot cream and dirt cleansers as I could as I have a lot of acne. I hate looking at myself in the mirror and seeing my ugly, spotty face. I try my best to use my fringe to hide my face and eyes away.



Then when I got on the bus to go to school I started shaking and crying quietly because I was so scared of going to school. 



When I got to school and it was time for forms (20 minute registration classes at start of the day) I saw everyone else in my form standing with their friends, waiting to go in, chatting away, but as usual I stood by myself. Then when we went inside for form I sat in my seat in silence and only spoke when my name was called out on the register. I even hate hearing my name being called out for fear of being stared at.



In first lesson (maths) we had moved seats and the teacher put us in new places, I got put next to 3 other girls who I didn't talk to really, but I could tell they didn't want me sitting with them. Then in 2nd lesson (PE) I took off my school blouse to put my PE shirt on and all my scars were on display. No-one said a word but i caught one of my friends staring as I quickly put on my PE jacket to cover them up. This term we were doing football  Needless to say I'm horrible at pretty much every sport. We got into small groups and did dribbling practise but I felt as if everyone was watching me the whole lesson as I was slow and really bad.



At lunch (after 4th lesson) I sat down, none of my friends had turned up yet, so I sat by myself. This boy who I knew came up to me and asked if he could sit with us, some of my friends didn't like him but I wanted to be nice and I had nothing against him so I let him sit with us. About 15 minutes later these boys came up to us and started bullying him (like they usually do), then because I was sitting next to him they started picking on me too. It hurt more than anyone could think. I let everyone else's words get to me. I hate myself for that. I froze up and sank in my seat, letting them keep throwing words at me until the bell went for next lesson. I just couldn't stand up for myself, no matter how much I wanted to.



In 5th lesson (biology) our teacher made certain students (including me) stand up and tell a fact about enzymes, and although she knew I was really shy and I struggled a bit (because I had only just joined top set this year) she left me until last and I couldn't give a fact. Everyone watched me and eventually the teacher told me to sit down and went onto explaining today's lesson. I bet everyone didn't care about the fact I couldn't give a fact but it stayed in my mind and I kept thinking that they were all staring at me and judging me. 



On the bus home this girl, who was behind me, started whispering my name, taking my bag away and hiding it, pulling/messing with my hair and saying things to me. I didn't say much back. I just sunk back into my seat, turned up the music in my headphones and stared out the window. Even though It was all jokes it hurt me and I just wanted to be left alone. 



When I got home I just started crying and just started talking and cuddling with my rabbits and cried. I feel like they are the only ones that listen. My friends say I can talk to them but I'm scared to because I feel like I'm bothering them, that I'm making everything about me and that they really don't care about me. My brain is really hurting. I can't sleep, I barely get any sleep nowadays. I keep trying to not eat and drink. I haven't drunk anything in a few days. And I haven't eaten anything for nearly two days. Luckily I've been clean for a few days but I'm scared I'll break that record tonight  I just hate myself and no matter what anyone says or does to comfort me I just feel like I'm alone and that no-one cares. My head takes over me.



 Thanks for reading if you got this far, it means a lot. This is only scratching the surface of how I feel"
Disappointed In A Part Of This Site,https://www.suicideforum.com/community/threads/disappointed-in-a-part-of-this-site.122652/,"I started to get excited when I saw 'Suicide, 10 methods to die'. I know I don't read things properly because I'm so distracted with pain but I really did have some hope there until I read it. I thought it would give hope to people like me with proper decent advice on how to end your life. There are people like me who are desperate to go, I mean DESPERATE to die. Seeing that written on this site gave me the biggest buzz in years that I might get decent advice. But it turned out to be a cruel lie. It was not a method in how to end your suffering. It was some kind of information on what makes people want to die. Well anyone coming on this site knows only too well what makes people want to die. People like me don't want to be persuaded to live we just want help in ending it as it's so painful to live this life. In my case it's mainly physical pain and feeling trapped that makes me want to die. I am alone, without help and disabled in my flat and ignored mainly by the state. They give me meds for my physical condition which has no effect and I have not got out of my flat in over a decade. I would have done a lot better if I had committed some awful crime and been doing time in a prison cos they let you have an hour of sun there a day I've been lead to believe. I used to be a sun worshiper and it worked as an anti-depressant for me when I was out on my bike all the time. The nearest I get to the sun is seeing it on the net. I'm very bitter about my situation and just want to not be here. I have no friends, no nothing except a very aware brain that makes every second of this living hell feel like a million years. The awful thing is I think I've got a reasonably funny personality and can have a laugh but anyone who had to endure my life for the past 11 years would be crying all the time as it's been horrific due to me not getting proper medical attention and also being abused for years by a boyfriend I was relying on for help. Just saying, don't give people hope when there is none... it's downright mentally cruel, really cruel cos I thought any advice on this site would be proper medical advice on how to die in the best way possible with no pain, cos after all the only reason I want to get out is because I'm in intense pain."
Hate Towards Skinny People,https://www.suicideforum.com/community/threads/hate-towards-skinny-people.122307/,"Hey guys. Something happened to me a couple of nights ago and it's really stuck with me ever since. I guess I mainly need to vent, but I'm hoping that I can also find some reassurance and hope.



First of all, I suppose it's relevant to say that I'm kind of skinny, and I have been my whole life. I feel it's important to mention that I am NATURALLY skinny, despite the fact I did also suffer from an eating disorder in my teen years. At school, I would starve myself. So, naturally, my classmates would think that my small frame was entirely due to the fact that I never ate. This would be an understandable assumption to make, however, I am just a thin girl in general. I am in remission from my eating disorder and have been for almost a decade, and yet I am still thin, because it's just how my body naturally is. However, whenever I try to explain this to people, even people who I thought weren't the judgemental type, they would still look at me in disbelief and dismiss the idea. It's quite bizarre really, because I could eat as much as I want in front of people when I finally became comfortable with it, and they would still assume that my skinny frame was to do with some kind of mental illness like bulimia. It's very frustrating to have this label pinned on me for as long as I remain thin.



This has been an infuriating topic for me for a long time, ever since the media got involved. It became fashionable to be a ""curvy"" girl, and if you were skinny then you weren't a ""real girl"". This is still very true today, and I witness this sickening show too regularly for me to handle. It's all well and good to empower women who may not have felt comfortable in their skin because they thought they were a little overweight, but to shun and spread hate towards skinny girls in the process is disgusting to me. Yes, it's great to spread awareness of being healthy, as in, eating right and exercising, but a lot of people seem to have no idea that healthy bodies can come in all shapes and sizes. I eat a lot more than people might imagine, and I exercise regularly, and because I am still thinner than average, people assume that I'm sick or that there's something wrong with me, or that I need to eat MORE in order to look ""normal"".



While this has angered me for many years, it never really bothered me to the point of taking action, because I knew that there would always be people in this world who would be judgemental and ignorant. So I just let it happen, I let it slide, and focused on the people who cared for me and believed in me. However, the one person I thought I could trust the most, ended up becoming one of the judgemental types.



My best friend couldn't stop commenting on my weight when I saw her a few days ago. She kept staring at me, making me hugely uncomfortable. It even looked like she had a hint of disgust in her eyes. She said that I needed to eat more, that I needed to put on more weight, that I looked sick. While I understand that she may have been concerned because she thought I genuinely wasn't eating enough, the truth was that I had been eating plenty, and I was finally getting to the point where I felt really good about myself, until she broke that all down with just a few words and looks. I'm still so taken aback, because until now she was never the sort of person to bring another person down for something as superficial as looks.



I now have a stupid desire to eat more junk food and to actually gain weight in a massively unhealthy way just so I can get those judgemental eyes off me, which is surely the opposite effect that people should be going for. I now hate the way I look, despite the fact that I am the healthiest I have ever been. I feel like I've gone back to my teen years, despising what I see in the mirror just because I don't fit society's standards of what a ""real girl"" should look like. Not once in my life have I shunned a certain body type, not once have I judged someone for being overweight. Yet when a girl is underweight or even just a bit thin like I am, then it seems like it's perfectly acceptable to throw insults around. Do skinny girls not have feelings? Why is it hugely shocking to insult an overweight girl, but everyone laughs and claps when a skinny girl gets the hate? I'm getting to the point of wondering if anyone even sees me as a human being any more. I try so hard to treat my body with all the respect it deserves, especially after how poorly I treated it during my teen years, and just because I haven't gained the weight that people expect me to, I'm still just a disgusting twig in their eyes.



I'm sorry for venting so much. I'm hoping that I'm not alone here, because right now, that's how I feel."
"Burn out, but can't stop.",https://www.suicideforum.com/community/threads/burn-out-but-cant-stop.107822/,"I am so extremely weary. Fighting to get my clients what they are owed and need to survive is getting so much harder. Kafka would be proud. The Victim blaming rhetoric is really starting to get me angry. Moronic people with no clue are getting me even more irate to the point I want to savage their lives and plunge them into poverty and mental illness just to watch them suffer and be vilified and watch their bigoted self delusions shatter on the jagged edge of reality. Then laugh at them with contempt and scorn when they come to me for help. â€œI am sorry due to funding cuts you are on your own. I would direct you to other services but they have gone under. Please now rely on 'Big Society.' born of political spin and equally as empty.  If that means starvation and death well that is your own fault for some reason I can't fathom, but apparently it is.  Be careful not to become homeless as it is the equivalent of being a criminal. But you can legally sleep in a snow bank.â€ù



I go to bed angry and wake up angry. This anger is seeping into everything. It is useful to an extent. It allows me to wage psychological warfare and be so persistently stubborn I may as well be the earth's axis. But the earth's Axis does not get demoralised or suffer burn out or need to eat. I am haunted by the dead and the stories they told. Aware how badly they were treated and how they do not exist in official statistics. But their gravestones and family grief is very real regardless of what the numbers don't say and government tries to cover up. Seems compassion and human decency is no longer cost effective. I am so tired but I cannot stop. Compassion and rage are food for the fight but I am exhausted. It has certainly affected my capacity to write and sleep."
Did you know?,https://www.suicideforum.com/community/threads/did-you-know.122675/,"im just tired. it never ends. either I am depressed one day or angry the next. Im never happy. Im barely ever ""content"". and thats all I want....is to be emotionally neutral. completely void, un-exaggeratingly apathetic. (not sure if that is a word but it is now). motivation for more than rehearsals, for more than finding the perfect place for my body to be discovered. how about motivated to wake up. not even for work, not for school but just to know for once in my life I don't feel remorse and regret about still being alive and that no matter how hard I try I can never possibly put into words how empty I feel and how despite this all I want is more emptiness."
Why won't people just let me talk?,https://www.suicideforum.com/community/threads/why-wont-people-just-let-me-talk.122004/,"I spoke to my therapist, her immediate reaction was to put me on a hold.  I spoke to my PCP, her reaction was to panic and get a therapist who considered putting me on a hold (I kept most details private). I told a friend and again, panic instead of letting me talk.  I have been as far as having plan and date time to complete it, that was two weeks ago.  I still struggle with the thoughts, but without the obsessiveness. 



I flat out told the professionals that if you started writing those holds I would leave.  All you were doing was causing me to go into hiding, probably in a hotel, without being able to contact anyone.  Not exactly what I needed.  



Yes its scary stuff, but I thought with my therapist I would be safe enough to speak the whole truth.  We worked it out in the end, but I still have some misgivings.  



Gotta go.  Will let more out later"
"Very dangerous mood swings, please help",https://www.suicideforum.com/community/threads/very-dangerous-mood-swings-please-help.122741/,"Hi. I didnt want to create this thread but now I feel like I have to.

I take comcerta for attention deficit disorder. I feel like my mood is changing dangerously. I feel powerful and suicidal, both of these moods last hours.

I wanted to give medication time to see if this effect would go.

Also I was very depressed when I first started my therapy for adhd. It was one or two months ago and I was so depressed I wasnt even able to wash my face.

So I feel like medication isnt the only cause of my problem but it makes my mood very worse.



What do you think, should I stop medication or should I call my psychiatrist?



We have only strattera, medikinet, ritalin and concerta here. I tried them all. I have no other choice left. This is why I am afraid to call my psychiatrist.

Because I dont know if he can do anything."
Nothing changes,https://www.suicideforum.com/community/threads/nothing-changes.122024/,"each day seems to be the same darkness. I wish I could find hope. But the same feelings are there to torment me. I've tried to be strong all my life, but this is the greatest challenge I've encountered and wares me down.

I don't know what to do anymore. I don't have the courage to make that final commitment and I don't have the courage to live. I'm just venting, I know there are no answers, we each face our own individual battles in our own way. My heart goes out to all on this forum who are hurting. Bless you all and may you find relief.

Brian"
Thought I did the right things...,https://www.suicideforum.com/community/threads/thought-i-did-the-right-things.121924/,"I'm still at my mum's place... which is a bad place for me to be... but sometimes you have to certain things... tomorrow we're going to an intimate family lunch... well, just the 4 of us in my closest family. 



I did a lot of things to navigate through the day... My aunt came to visit as my mother was cooking pancakes... my aunt is constantly negative about anything and anyone while she just sits on her bum... and won't listen when mum tells her not to chase the dog around the house... he's getting old... and she overfeeds the cats, and one of them has digestive problems... I guess she means well... but yea. 



I did things to avoid arguments from happening... small things like me going to get her coat from my mum's bedroom... the cats are not allowed in there, but my aunt never remembers to close the door behind her. When my aunt was complaining about stuff I found the silver lining... 



And I took the dog for a walk, for my own sake too... I needed air, and I guess sunshine is healthy for you. Both physically and mentally. 



The dog loves to go to the field next to mum's house... there's a road there and he's allowed to run on the field without a leash. (technically legally you're not allowed to let a dog loose on public ground though) But no one ever comes there... well almost never. 



Walking back home the school where I was severely bullied for 8 years and sexually abused was in full view... If you wanted to take a promotional picture of that school you would do that from the top of that field... I gulped. But I got a bright idea... I sat myself down on the side of the road, called the dog over; had music in one ear and calmed myself as much as I could and forced myself to look at the buildings... Technically it's just bricks and mortar now... but I need to get over my mortal fear. I get so sick when I get too close and that's not fair I have to be 26 and be so dead afraid of a school I left when I was 14. 



But suddenly the dog ran away from me... and what was actually a sort of good moment became one of stress. Two women had found the road and decided to walk it with their tiny dog... I can't blame them, it's a pretty walk... Micky, my mum's dog ran from me towards them. He LOVES people... he thinks they all love him. He hadn't noticed the dog... I walked after him... I can't run because of my spine and hip and tried to command him to stop. He did but just as I was about to click the leash on him he ran again... he actually reached the women and I managed to call out to them that he's not dangerous... 

One lady took their dog in her arms and the other one caught Micky. Luckily he was wearing a brace so he was easy to grab and was just wagging his tail. I told them I was so sorry and they took it pretty well. 



It just undid what I tried to do... 



I don't know... I feel a bit weird tonight. Thinking back I am realizing I did all the wrong things. 

I was one again avoiding by changing my aunts subjects, helping my mum extra in the kitchen so my mum would get less frustrated about my aunt... I stepped right back into my old role... 





I was told to focus on doing things I like, things that make me happy... not what other people expect of me. Or even what I assume that they expect. The therapist I talked to at the psych ER a week ago told me that. As things are right now, with me starting therapy and opening up so many bottled things and so much abuse; the last thing I need is to fulfill others expectations... I need to be kind to me. And I undid all that today. 



I have to admit it feels a bit weird... but in a way it makes sense. I just feel like I'm supposed to be a 'good girl' and get a job and work hard... my mum told me they were seeking a medical secretary at an ear doctor in this town. I told her I'd look at it. 

I won't though... I know I can't work now... I wish I could, but I can't... and this entire town feels like a trigger. I am always scared I'll meet someone who used to bully me. I still have my dentist here, one of the assistants is one of those girls. 



Ear doctors are another trigger for me... I had a really nice ear doctor as a kid... I have always had really bad ears and have had so many infections and had to have operations to drain fluids... today I am almost deaf on one ear and partially deaf on the other... Under one of the sessions with the ear doctor when I was around 10 he drained my ears with a very noisy apparatus and by accident ruptured my eardrum. After that I felt actual dread having to go there... I even threw up before sessions... During one session mum managed to drag me to I was covering my ears and screamed ""don't touch me!!"" 

And we stopped coming... I went to an ear doctor a few years ago... as a grown woman and I felt just as sick. I had told the ear doctor about my fears and she was really nice about it.  And it turns out my hearing was a lot better than I knew. 

So uhm... yeah... don't really think I'll work at such a place. 



It does feel weird to focus on me rather than finding work (to be perfectly honest I would rather live off of writing or something similar from home rather than having to work).  I just don't think I'm cut out for a job. But who knows who I'll be when I've been helped? 



So... I am supposed to fill my life with things I like to do... luckily filming of my favourite TV show is starting very, very soon and I'll be following that daily online... that always gives me a rush. I spend my days talking to my LDR boyfriend, I try to do things like draw and I hope to get back to crocheting and maybe even painting! I am tempted to when I feel better and see what it takes to get into an acting school as well. I took all the acting classes I could in school... it gave me a great chance to be someone else; and it helped me with my stutter brought on by bullying. 



I just... yeah... it takes times to get used to the idea that it's okay to do things that makes me happy, and not what others expect. I lived my entire life trying to be a good girl... hoping if I was someone might like me... or at least not hit me."
I'm sorry,https://www.suicideforum.com/community/threads/im-sorry.121954/,"I'm not sure if this is the right place but I didn't really know where to put it...



To someone whom I was very close to, like family.

I am sorry I hurt you. I'm sorry that I abandoned you.

But sorry is only a word and not comforting or helpful.

I have stayed away and yet I long to talk to you again.

But I don't want to mess up your life.

I hope that you were able to heal and move on.

I hope you found someone better.

Most of all I hope that you never get let down again.

Surround yourself with good people.

I think of you daily even though we do not talk anymore."
Losing Hope,https://www.suicideforum.com/community/threads/losing-hope.122299/,"I have gotten to the point where I no longer care about school, if I fail or not. I don't know if it is because I am so simply so fed up with the feeling that I know what I want to do with my life but my current academic trajectory is nowhere near my goal, that my current degree path is leading me slowly towards a life of  ""quiet desperation"", monotony, and the functional alcoholism of my father. That should I fail, I will be subjected to the whim of fate, hoping that some driven enough and foolish enough lifts me from my willful trek towards hopelessness, the alternate fate of my mother. It may simply be a result of my lazy nature coupled with my disconsolate disposition. In reality I may simply be suffering from depression. 



At any rate this is how the story goes. About a month ago I started noticing it was harder to focus. I have AD/HD and focus is hard to come by as it is but the inability was novel. No matter how hard I tried, nothing I attempted could manage to bring my focus in long enough to be productive. Even when I could strong arm my mind into focusing my brain seemed incapable of comprehending the most simple tasks. I couldn't read. There has been several dozen situations in the last month where I would sit down for a minimum of an hour and get nothing done, whether it was reading, writing, researching. WHATEVER. The closest thing I'd gotten to success was with ""reading"". I would stare at some form of written material and bounce my eyes from one word to the next but it was as though I was reading some foreign language.



School is almost over(in 2 weeks) I dont think I can call for an incomplete and I am spending all of my energy just trying to just stay alive, not run away, not relapse into drugs. I can't do amy work anymore but I feel like I can't tell anyone because they would just dismiss it as being lazy. And I am afraid they would be right.



I just don't know what to do anymore and as I move forward I often find my myself contemplating how such an inability will play itself out moving forawrd. It usually starts off in my mind as failing a class, then failing multiple classes, then dropping out of school as a result of lack of motivation, and then getting a deadend/minimum wage job at mcdonalds, followed some time down the line by an eclipsing depression based in the fact that my life has become the punch line of some tragic joke, and eventually commiting suicide. This is all to say that by that point I have not already relapsed into major drug abuse and am either in jail, fatally overdosed, or trapped in some form of permanent psychosis as a result of drug abuse or the degenerative nature of schizophrenia. 



I do not want to commit suicide but life is beginning to seem progressively more and more pointless and I fear my already lacking willpower will not be enough to prevent me from acting out of impulse. Although I hate the idea of me living no more would the world stop turning? Even if the lives of several hundered (a liberal estimate) were affected by my self destruction would the world not someday and someday soon move on and forget about me as it does with most everyone else. Even if it were just my family to feel the pain would whatever family I have whereever down the line not feel the pain? One way or another we are all headed there eventually, and our loved ones should we be so fortunate will all feel it eventually. What is the point of enduring so much pain and senseless confusion and agony for only a relatively minor amount of joy/satisfaction of the course of such time?



In my mind if one cannot positively and significantly effect a number of lives that sums up to a number greater than they would hurt if they were dead is a waste of resources. I hate the fact that I look at life so mathematically, black/white, emotionally irrelevant, but it is how I truly view the world and it terrifies me. But what terrifies me even more is the fact that I am growing to accept this way of thinking as fact, no longer as simply the whimperings of my poor depressed soul."
Another hard crash,https://www.suicideforum.com/community/threads/another-hard-crash.122713/,"It has been awhile since I have posted. I have recently crashed hard. unsure how to put it.  Quit living would be best I suppose. lost job, lost friends, lost home. This has occurred over the course of 4 months. All the while I put up a front of happiness and stability.

I am shaky and afraid. 

 Was released from the hospital about ten hrs ago. (Currently in a safe place) Go back in the morning for my fourth ECT treatment. Spent 2 weeks on the psych ward after I was determined to be a threat/harm to myself. This is now the second time that the police have brought me in. Currently on 4 different meds.

Feeling very ashamed...unsure if I have the strength to get through this.....very ashamed"
Selfdestructive thoughts,https://www.suicideforum.com/community/threads/selfdestructive-thoughts.121900/,"Hi everyone,



I'm having a really bad day, I need to talk to someone before I lose it.



I keep having these repetitive negative thoughts that are making me depressed. I've been insecure all my life, and it feels like its getting worse. ""I'm worthless, I'm not good enough, I'm not smart enough, I am a burden to others"". And lately I've been having suicidal thoughts again. ""Just do it, nobody will miss me, it will be better if you're out of their lives"". I'm afraid that one day I can't stand it anymore. I don't want this, I want to be happy, I want to make my partner happy. Trying so hard to change myself, but the more I try the more upset I get that I'm not moving forward fast enough. I'm afraid I'll never change. My partner is the sweetest guy ever. He's been really patient with me, but I see he's losing his patience. He acts cold now when I'm feeling sad, doesn't ask whats wrong. And I completely understand. If you see someone sad everytime, you'll get tired of it. I'm so afraid I'll lose him. And whats hurting me the most, I keep telling myself that. ""Youre losing him. Look hes upset with you, he must be tired of you. He's going to leave you"". I want these thoughts to stop, I cant take it anymore. I dont know what to do.."
Why can't they see I'm doing them a favour?,https://www.suicideforum.com/community/threads/why-cant-they-see-im-doing-them-a-favour.122118/,"The Suicide/Depression Paradox hurts me.



It just strikes me as weird that the way the general public views depression and suicide actually works to suffering people feel even more unworthy of life. 



On the one hand: people tell me that I have a moral or ethical duty to live, and not just to live, but to be happy and productive. Even though I have no family that wants anything to do with me, no friends whatsoever, no pets, a job I hate that expires in June and no prospects of getting another job. But must live like this and like it, out of adherence to an abstract social pronouncement.



On the other hand: people tell me that depressed and suicidal people like me are the worst people ever. That they don't want me around, they won't love or befriend me, help me or even talk to me. I've been called a shithead, a worthless piece of shit, a bullshit artist, an ingrate, a retard, a coward, a cop-out, a criminal (and that's just my mother!). They sneer at me for not going to a therapist and also scorn me for not being able to fix myself on my own (this is my step-father and sister). 



People say I want to be depressed, it's all my fault because I'm actively trying to be unhappy, out of spite to them or because I was spoiled when young. I'm told I'm not unhappy because of  physical or emotional abuse nor my social awkwardness; and besides, I invite that on myself for being unhappy.



So if I'm so awful, why do I have this weird duty to live? Isn't such a failure of a human being doing everyone a favour by taking herself out of their way? My family/ acquaintance/ culture isn't even religious so it's not as though they're working within a moral framework that accepts adherence to this type of rule. And this paradox is the only one that exists, the only one without moral grey areas."
Why??,https://www.suicideforum.com/community/threads/why.121998/,"I'm struggling and I really just need to vent......



Why do anything in our life's??? Everything and I mean everything is just passing time until the end comes........study,work,reading,

Watching tv, going for a walk.....it's all just to pass time.....and don't get me wrong I know some of those activities bring success enjoyment at fun and some don't.



Yes some are more time wasters than others.....but it's still all the same......



I hate my brain its my own worst enemy.



I try n think of things to do and then I get about a million different reasons as to why it's pointless and shouldn't do it.



I'm tied.....and my soul and brain need a rest as well....."
No sleep due to pain,https://www.suicideforum.com/community/threads/no-sleep-due-to-pain.122302/,"So I went to bed 'early' (meaning midnight) because I have a therapy session today and wanted to have some sleep behind me to help me be more robust... 



Of course my back and hip wouldn't allow that ro happen. 



Chronic pain sucks so bad sometimes"
mental illness sucks.,https://www.suicideforum.com/community/threads/mental-illness-sucks.121916/,"tonight i feel I'm at my ends. I feel like this endless battle should really be ending soon. Do i sound suicidal? To be honest with you, i am not sure if i want to die or just be numb. I am sick of fighting... i feel so sad and angry all at the same time."
Just venting,https://www.suicideforum.com/community/threads/just-venting.122718/,"I feel so empty, hollow. Everything feel so meaning less. I just wish I had someone anyone that actually wanted to talk to me. Instead of me ALWAYS harassing people. I spend hours debating if I should post or not...I am so worthless and not worth anything. Yet I still crave having somebody that actually wants to talk to me. I'm so lonely. I hate being desperate yet it's all I feel I am. Nothing seem to have much meaning for me . Everything is so dark my heart feels black, I'm not sure I'll ever get it back. I hate myself more than anyone ever could."
