•ÈÀpost,post-href,text
I cant hold on tonight,https://www.suicideforum.com/community/threads/i-cant-hold-on-tonight.122637/,"My birthday is tomorrow. I spent hours today laying on my 2 year olds floor sobbing while he kept bringing me toys and patting my back. I feel like such a horrible mother. But I don't know how to face the world without my husband. I wasn't ready to see his lifeless body around that corner. I wasn't ready to give the order to take him off the only medication forcing his heart to pump. I was ready to wait patiently for him to die for the final time. I wasn't ready to hold him as he left this world at 23, never to return. I wasn't ready to lay on his chest as I always did but it not move. How do I face my birthday when half of me died 2 months ago. How do I raise a child when half of me is gone. I feel incredibly guilty for feeling this way but all I want tonight is to join him.. I'm angry that my heart is still beating while his isn't. I'm angry that he's in the ground and I'm up here. My thoughts don't even make sense, I want to crawl in that coffin with him and just die. I want to be with him anyway possible."
done.,https://www.suicideforum.com/community/threads/done.122546/,"My dreams are crushed.  My life is over.  I am sick to death of being a hideous zit-backed midget failure of a waste of life.  I will never forgive my parents for bringing me into this world.  Especially my loser of a father I had (RIP but still.)  My parents should've aborted me, thrown my fetus in the trash and set it on fire.  Life is not a blessing... it is a celestial chore.  Life is only a blessing in rare RARE cases...  I have nobody to talk to and everything I own is getting broken to the point of being unfixable... my car, my computer, my body... everything.



I'm finally ready to die.  I have no intentions on even living to see 30.  I can't wait to finally be freed from this all."
I just want it to end,https://www.suicideforum.com/community/threads/i-just-want-it-to-end.122600/,"Every day I dread waking up because I know that I will have to fight the urge to want to kill myself all day long. It is getting to be a tiring battle that I don't want to take part in anymore. I find no joy in anything and I keep thinking it would be such a good idea to just take my own life. My bank account is dwindling down to nothing since I've been unemployed for so long and the longer I'm unemployed the harder it will be to find a job. I am trying to finish up this one last semester for school but I might not even have the money. Then after I spend all my money on that I still won't have a guaranteed job.



Everyone here is too busy for me. People are too busy working and having lives - things I don't have anymore. I am a loser who sits home and drinks and smokes weed all day because I have nothing else going for me. Where I used to live everyone has forgotten about me or doesn't have the time to talk.  My ex used to be one of the most supportive people and now he doesn't even answer a text message from me. I go out of my way to try and hang out with people where I live now and I continuosly get shut down.



I've never felt so alone before. I feel like no one gives a shit about me and I don't give a shit about myself anymore. I want something to happen to me so that I can just die already. It is too painful to wake up every day with nothing to do but try not to think suicidal thoughts. I drink and smoke so that I can calm down or at least go to sleep. Everything I am doing is worthless, just like me. I'm not even living, I'm just existing and I don't want to exist anymore. Years and years of therapy can't undo the damage that was done to me as a little girl and I don't want to even grow older. At the rate I am going, I am going to develop another substance abuse problem. I'm too crazy for this world. I just want to go."
Ignored,https://www.suicideforum.com/community/threads/ignored.122536/,"When you're struggling being ignored could very well be the most painful thing ever, especially when you try reaching out.



I feel like I'm borderline invisible. I feel like I don't matter. I feel like I should just give up. (Mod Edit-Methods)I want to stop breathing."
I don't know,https://www.suicideforum.com/community/threads/i-dont-know.122091/,"I don't know what to say, how to feel about it, or what to do. My mind won't let me, in good conscience, talk to my friends or family or girlfriend about it. 





I'm not suicidal but I don't want to be here, I don't want to be alive but I have no specific plan of my own I just have the wish. I'm so ashamed of myself for not being positive enough or not doing the best I can as far as college and my part-time job go. I feel like I'm not good at anything and compliments on things I do just make me feel bitter and exhausted because I don't want to pretend I agree with people who think I do anything right. I don't do anything right, I barely just manage at everything I'm always scraping by the edge of the bare minimum for everything.



I feel like all my friends are so far ahead of me, I always see people going out and doing so much with their professional achievements and while I'm normally a calm introvert who likes going out only once a week or less I just feel so shitty for being stagnant and still being in college and not even having anything important going on. For reference, I'm supposed to be a finishing senior but I've retaken a few classes so I'm a junior in terms of credits.



I feel guilty when I think about my huge lack of success because I feel like a leech on my parents and I feel like an unspoken burden on my girlfriend of 2 years. I'm able to enjoy talking to her and spending time with her but part of me in the back of my head just tells me she's ever-so-slightly ashamed of me too and hoping in the near future that I'll start being like a normal guy and doing stuff with my life. She's a straight-A student in pre-med in an accelerated program and I like talking about her but she's the first person I've been serious with that I haven't become dependent on in some unhealthy way. Typically when I feel like shit I try not to vent it at all to her and look for alternatives because I don't want to condition her into expecting depressing stuff out of me when I message her. I try my best not to talk to anybody unless I'm unreasonably happy or I really have to ask them something. I feel extremely guilty having symbiotic friendships where the give and take is expected to be 50/50 because I hate telling people how I feel or what I'm thinking about. I feel guilty for treating people like therapists or treating them like they should have to listen to me vent because it feels whiny and I hate the feeling I get when I vent to friends. Ideally I've wanted to air out my mind to strangers but I've never known what to do specifically because not everyone really wants to hear someone's complaints.





Most answers and advice I get just feel like random phrases thrown at me, I'm confused about myself and what I'm doing and I don't want to keep going on because I feel like I can't do anything right and I feel like I'm wasting the time of everyone associated with me. I don't know how to put into words what I actually feel it's complicated but it's also really minimal it's not a deep feeling it's just hard to describe



I'm afraid of life and angry at myself for performing so low under my own standards and I don't know how to stop doing so badly at things I've been trying and trying but I procrastinate with college and at work I don't get reprimanded or anything but when I look at my own work I can't be satisfied with it I make too many little mistakes and they drive me mad. I don't like saying sappy or sad things in general either, I can't stand the idea of keeping a general because I'm so critical of saying or thinking negative/sad things it makes me cringe.



I don't know what I'm doing

I don't know what I want to do

I don't know what I should do

I just wish I would stop being here

I just want to painlessly go in my sleep I feel worn out I feel more tired mentally than anything I just feel like my emotions are beating me senseless from the inside out and I don't even know what all those emotions are because I keep them pushed down so far for so long because I'm ashamed of being sad. I feel like I don't deserve to be sad or upset because I don't rightfully have any room to complain about my life or life in general.



the best way I can put how I feel is that I'm sorry for living

I didn't choose this I don't know why I have to be the person I am I'm an idiot I didn't choose to be born as someone I'm disappointed in



I can't do this anymore I don't want to be here but I don't know what to do I feel like I'm stuck I'm just trapped here I can't go forward or leave I'm afraid I'm going to be hurting my own success and self-confidence and ruining things for myself and I don't want to deal with that I just wish I could die before I have to face how shitty and meager my life is going to be once other people are as sick of me as I am and I'm out on my ass because my overly generous parents finally wise up and cut me off I feel so guilty even though I work I shouldn't be living here I get treated too well.



I want to know if anyone can even relate to this I don't know what kind of reply I'm looking for--if any at all.



I don't need much attention though, I'm not in danger, I'm the last person to kill myself, there are so many other people who have urgent situations that could use some kind of help but I'm just here because I've wracked my brain and run out of options in my mind 



I just don't want to be here"
please,https://www.suicideforum.com/community/threads/please.122682/,"why can't this stop?  why can't I be better?  Normal or whatever that is?  why can't I just stop?  It all needs to stop, please.  I hate to post again.  I'm at work.  But I've shut all doors and can't handle atm.  Too much to do,   too much on my mind.  I can't do anything, can't concentrate on anything.  I'm just here, physically.  When is it time to call it?  Last night I spent a lot of time looking into methods again.  I'm very scared to do this.  I can't fail when I try.  no other options."
I want to commit suicide but not die,https://www.suicideforum.com/community/threads/i-want-to-commit-suicide-but-not-die.122087/,"This is weird.



I have my suicide planned out - I have almost everything ready down to the date and time and method.



But I can't figure out if I want to die or not? I just want to be taken seriously, I guess. It is extremely hard feeling valid when you're a teenage girl with depression. Online is so toxic - everywhere everyone seems to be going through one thing or another. If I die then people will know. They will think - she was one of the real sufferers. And they will appreciate me more when I am gone than they ever will while I'm still alive.



Even the countless counsellors, GP's, therapists. They never take you seriously until you harm yourself. I can see why but it really really upsets me.



Another thing that stops me going through with this is that I keep hoping to have some kind of 'experience'. I crave the comfort of religion but I just can't bring myself to ever believe in that. Secretly I'd just love to have a NDE.



But I don't know. Honestly I don't really care if I die or not - I just want to attempt suicide and see what fate chooses for me.



Tiger Skye"
i'm scaring myself,https://www.suicideforum.com/community/threads/im-scaring-myself.122368/,"lately i've been feeling ugly and useless

my dad is chronically ill and i'm one of the main caretakers

it's just all so overwhelming and stressful to have to hear their aches and pains and fight over their own sadness when i'm sad too

i used to be an artist i used to love to write and to sing and dance

now i just feel like none of it matters.



i'm a college student. i hate school. i hate how pointless it all feels.



and today....i actually stared at a <Mod Edit, Methods> and staring at it as well...

i think i'm too much of a coward to actually do anything

but it did happen."
I can't help but think,https://www.suicideforum.com/community/threads/i-cant-help-but-think.122339/,"that it would be so much easier if I no longer existed.

I wouldn't have to study for finals.

I wouldn't have to face my parents again.

I wouldn't have to deal with intrusive memories and intrusive thoughts"
NO more,https://www.suicideforum.com/community/threads/no-more.122608/,It's not enough that I'm fat ugly and alone. The sleep apnea and diabetes aren't enough. I now get hidrenitis to accompany it all. I am everything I aways felt I was. I am this irresponsible piece of shit.  I get it. I do. I earned this. Somehow. But I don't wanna play anymore.  I just dont. I feel like I was never equipped with the skills to be here. I feel like I was always destined to be this piece of shit. I hate that my parents thought that they needed kids. I hate this world. I hate my life. I can't ever see the end of this. I can't keep feeling like this.
Death would be nice,https://www.suicideforum.com/community/threads/death-would-be-nice.121543/,"I am completely alone and very clearly undesirable, continuously rejected and treated like inferior garbage by women, wish I <Mod Edit - Methods>."
I have a question....,https://www.suicideforum.com/community/threads/i-have-a-question.122505/,"I met my cousin for the first time in my life. He reminds me of how I was when I was his age. He is socially isolated since birth by everyone. He has attempted suicide many times and suffers severe depression like me. He is now in high school. He has nobody to turn to and is ignored no matter what he does( he has been to many therapists and nothing worked). Recently, he asked me if things will ever change for the better in high school? I don't know how to answer that question, as I have never attended college and had to withdraw from my studies due to being severely bullied.



Is it true that things change after high school?"
Come Sweet Death,https://www.suicideforum.com/community/threads/come-sweet-death.122694/,"I so wish I were dead!  I have wished that for years.  But to no avail.  Can't really pray for death.  Because that is something God would not approve of.  But I am tired of emptiness and pain.  And as I near 65 things just keep breaking and hurting more.  My digestive system is shot.  My asthma is barely controlled.  Am in no mood to try and figure out Medicare, but I have to.  Insurance broker at work does not answer my emails.  May have to turn him over to the CEO's wife.  Broker is a cousin of the CEO.  I spend my days helping to sue people who were stupid enough to spend thousands of dollars on a vacuum.  They got suckered by the salesmen.  I spend my evenings and weekends doing pretty much nothing.  Can only deal with the yard in small pieces. Asthma gets in the way.  Can't throw myself into my favorite past time, stuffing my face.  Causes too much pain in digestive tract.  Highlight of my days are a shower and going to bed.  I had hoped to be dead long ago.  But life just doesn't work out like you want it to.  I am chicken to off myself.  Its been pounded into my head that is the wrong thing to do.  Sometimes I wish life would get a little bit worse.  Just bad enough to push me over the edge.  And, with time it will.  I just don't see anything getting better.  Just more pain and poverty as everyday goes my.  Thanks for reading this."
A new day,https://www.suicideforum.com/community/threads/a-new-day.122017/,"Today I woke up feeling like shit and thought about all of the things I hate about myself one of them is my overweight problem so I said to myself you know what, you should start losing weight  and get rid of this thing you really hate about yourself so ,   starting today I'm gonna stop eating  unhealthy food  and gonna start working out



Even though I tried aloot to lose weight and I lost 20 kg then gain it back then I lost 15 and gain it back again it's so frustrating but fuck it  I'm gonna try again



Wish me luck guys"
I can't go on like this,https://www.suicideforum.com/community/threads/i-cant-go-on-like-this.121988/,"Last year i got seperated from my friends because my grades were too low, and i just need my friends back, even though i still see them sometimes, it's just not enough. If never been a social person, but i finally found friends with whom i could connect, and love.



I know that compared to everyone else who is struggling with suicide, my story isn't all that bad.



My school became aware i became depressed because of the situation, yet they refuse to do anything. my new year is way too young and i can't connect to them emotionally.



I know this may be a difficult question to just ask out of the blue, but does anyone have any advice?



Thank you"
No one hears,https://www.suicideforum.com/community/threads/no-one-hears.122711/,"How long is necessary to pretend to be good for it to come true? Really happen?



I take long baths as my mind races against time. There is some urgency in everything we think and feel and precise control myself so that chaos does not take care of me. It's happened so many times ...



quick notes spring up on my computer screen and not give myself the trouble to check how consistent they are. Feelings do not need logic.



Abruptly the typical sounds of dawn seep into my room, I try to ignore them and it just makes them higher. Usually I do not hear them, but today they bother me.



I want to silence what is around me because I can not silence my mind.



Everything screams. I scream.

No one hears."
Why?,https://www.suicideforum.com/community/threads/why.122710/,"WHY SHOULD I EVEN LIVE? Please just let me die please. I dont want to take another breath, its not worth it. Please. Let me die let me die let me die, please"
Bad day.,https://www.suicideforum.com/community/threads/bad-day.122568/,"Although yesterday, specifically last night plays into a bit how I feel today, the biggest set off right now is just pain. My whole body is just EFFING REVOLTING! Its like it knows something I don't. I'm trying very hard to pay no mind to the little voices but when I am losing hope its that much harder. Today at least is only a dip, Nothing serious but damn, its hard to ignore the pain. I was actually starting to think that I might have a future with less pain, then boom! Couldn't sleep because of pain and my damn feet were hot! I've been freezing all yesterday, last night and this morning but I feel like I have hot pads on my damn feet!! I've managed to get through a couple storms so far this spring with minimal negative repercussions but I guess I can't dodge all of them. It hurts it hurts it hurts.. Damn it hurts. I am so much more afraid of living in this kind of acute pain than I am of death. I want to scream the pain is so bad. Can't do anything about this until I get the kids to school. I have to walk today and I am scared. I have been pretty active for the last few weeks, month or so really and to suddenly feel beyond crippled again is just so damn hard to deal with. I just want the damn pain to stop."
Long list of what u might consider life sucess,https://www.suicideforum.com/community/threads/long-list-of-what-u-might-consider-life-sucess.122647/,"Recently I am always having trouble with self harm. I am not much to ask any one for help.

I am always smiling and happy. Perhaps to happy.

But when I realize.

I cant hold down a job I am my 106 new job starting Monday.

I cant hold or hug people.

I dress up in fursuits to look like a dog.

And I have no education or goals.

I have no friends in school or life.

I build amazing things requiring a university education.

I realize I am not like any one else. Each day for me is difficult because when I try to get help I feel like people are paid to help me or studying me.



My background is I had no father, Raped from age 4 till I was 11

and my mom was into prostitution. My brother were taken away by child welfare and Both are in prison.

I don't have any family.



I tried hard to understand what is wrong with me and why no one likes me.

Recently I did several real prison tests based on Psychopath Testing. I score 98%

I am a bit concerned because I cant be intimate with any one but a part of me love everyone.

I don't know if I am straight, gay or neither.

My moods are up and down.

Each day I think about how the world is better without me.

I wish I could find a person similar to relate to because getting help is very hard to do."
